 29855  3.52   2.49  -3.10  -0.33  12.00  1.16  1.47  3.45  3.86  -0.28  -0.05  -0.37   0.12   0.28   1.09  -0.04  -0.21  -0.21   0.20   0.09   0.07   1.30  -0.02   0.02  -0.04  -0.21   0.07   0.14   0.10   1.02   0.02   0.11  -0.07   0.03  -0.05   0.07   0.24   0.05   1.00
 30113  4.93  -9.30   1.05  20.76   3.11  1.54  2.54  4.40  5.66  -0.03   0.05  -0.07   0.08   0.12   1.15   0.05  -0.23  -0.05   0.13   0.14   0.04   1.46   0.10   0.02  -0.03  -0.01   0.01   0.13   0.04   1.00   0.02  -0.01  -0.01   0.02  -0.09   0.05   0.19   0.00   1.00
 32282  4.05  -8.55 -17.37  21.35  29.63  4.86  3.85 12.21  9.01   0.00  -0.09   0.12   0.41  -0.03   1.94  -0.13  -0.30   0.17  -0.06   0.28   0.02   1.81   0.07  -0.03   0.03   0.05  -0.03   0.17  -0.03   1.05  -0.02  -0.01   0.04  -0.05  -0.03  -0.02   0.21  -0.04   1.00
 32433  3.61   5.20   7.55  24.22  -6.33  2.78  2.10  9.71  5.04  -0.28  -0.04  -0.17   0.12   0.00   1.26  -0.15  -0.19   0.03   0.00   0.40  -0.01   1.69   0.01  -0.02   0.03  -0.18  -0.04   0.09  -0.05   1.05  -0.03  -0.04   0.05  -0.10  -0.13  -0.09   0.32  -0.07   1.00
 33410  4.99  -6.72  15.76 -48.59  -4.68  2.61  3.64 11.63  7.74   0.08  -0.17  -0.05  -0.30   0.30   1.20  -0.12  -0.05  -0.14   0.21   0.29   0.06   1.67   0.08   0.03  -0.02  -0.11   0.04  -0.04   0.08   1.02   0.01   0.08  -0.07   0.05   0.04   0.07   0.17   0.03   1.00
 37557  4.13   3.52  -5.22   1.19  13.93  1.15  1.49  3.77  4.05   0.01   0.13   0.12   0.06   0.01   1.07   0.12  -0.14  -0.06   0.05   0.18   0.15   1.19   0.05   0.00  -0.01  -0.10   0.05   0.11   0.01   1.00   0.00   0.04  -0.02   0.04  -0.08   0.03   0.19   0.02   1.00
 38163  4.81  -4.01  -5.25  -2.20  18.72  3.55  2.34  8.58  4.85  -0.22   0.01  -0.11   0.34   0.23   1.65  -0.04  -0.31   0.13   0.45   0.89   0.48   1.84   0.09   0.05  -0.01  -0.04   0.13   0.19   0.03   1.02   0.09   0.18  -0.01   0.22   0.11   0.22   0.40   0.06   1.00
 38887  4.16  -5.26  -2.95   4.89   9.19  1.28  1.23  3.24  3.00  -0.07   0.13  -0.18   0.68   0.14   1.34   0.12   0.22  -0.42   0.24   0.79   0.10   1.46   0.20   0.09   0.02   0.02   0.10   0.33  -0.03   1.00   0.09   0.23  -0.10   0.12   0.16  -0.03   0.43   0.00   1.00
 39385  5.00  -3.32  -0.45   7.08   7.36  1.09  1.25  2.80  3.08  -0.09   0.16  -0.33   0.59  -0.10   1.39   0.14  -0.20  -0.33   0.17   0.48   0.35   1.49   0.15  -0.01  -0.12   0.01   0.02   0.37  -0.05   1.05   0.01   0.13   0.04   0.04   0.03   0.06   0.41   0.13   1.00
 41829  3.67   7.91   0.15  34.98 -13.14  2.48  2.23 10.90  6.28  -0.17   0.22  -0.23  -0.47   0.22   1.26   0.12   0.19  -0.21  -0.01   0.31   0.28   1.17   0.01   0.00  -0.01  -0.12   0.06  -0.04   0.05   1.12   0.01   0.12  -0.04  -0.01  -0.01   0.02   0.11   0.09   1.00
 41868  4.72  -2.60 -10.44  18.16   8.63  3.40  2.09 11.41  7.41   0.07   0.14  -0.19   1.04   0.38   2.06   0.24  -0.25   0.14   1.27   0.82   0.79   1.22   0.24   0.15  -0.01   0.25   0.23   0.30   0.08   1.55   0.35   0.19  -0.07   0.45   0.07   0.38   0.17   0.19   1.00
 41903  3.86  -2.90   0.08 -28.64  25.34  6.11  2.40 15.48  7.93   0.05   0.09   0.05   0.37   0.13   2.00   0.18   0.00   0.17   0.34   0.56   0.13   1.42   0.02   0.03   0.03   0.00   0.05   0.13   0.03   1.03   0.06   0.13  -0.07   0.09  -0.04   0.09   0.15   0.03   1.00
 45320  5.52  -6.92   0.77  17.54 -12.99  1.48  1.60  4.13  3.88   0.24   0.22   0.13   0.48   0.12   1.36   0.25   0.07  -0.25   0.28   0.31   0.24   1.45   0.17   0.03   0.02   0.09   0.05   0.23   0.00   1.01   0.05   0.11   0.00   0.09   0.03   0.06   0.29   0.04   1.00
 45739  3.95  15.81  -6.58 -21.42  24.48  4.44  2.59 11.04  6.33  -0.05   0.04   0.13   0.38  -0.06   2.04   0.03   0.27   0.07   0.41   0.90   0.24   2.08   0.08   0.06   0.02   0.00  -0.01   0.15  -0.01   1.04   0.15   0.30   0.02   0.03   0.15   0.07   0.28   0.05   1.00
 46932  5.69   4.66 -10.79  66.84   1.38  3.09  3.05 13.34 12.79  -0.09   0.13   0.11  -0.21  -0.10   1.22   0.15  -0.18   0.05  -0.08   0.11   0.07   1.03   0.03  -0.05   0.00  -0.09   0.04  -0.05   0.00   1.02  -0.06   0.05   0.02   0.02  -0.15   0.00  -0.02   0.02   1.00
 47302  3.46  -5.55   7.05  33.42 -10.02  2.94  2.22 13.67  6.41  -0.04   0.14  -0.09  -0.05  -0.09   1.15   0.17   0.27  -0.20  -0.14   0.01   0.23   1.20  -0.01  -0.01  -0.02  -0.09   0.02   0.00  -0.03   1.00  -0.02   0.03   0.05  -0.05  -0.10  -0.05   0.10   0.02   1.00
 47504  3.50  -1.27 -15.97  14.19  29.10  7.40  5.52 20.58 13.48  -0.01   0.06   0.00   0.11  -0.12   2.02   0.06   0.01  -0.05  -0.03   0.12   0.18   1.78   0.11   0.03   0.00  -0.04  -0.01   0.08  -0.03   1.09   0.12   0.09   0.00  -0.04  -0.07   0.01   0.12   0.04   1.00
 48699  4.20   0.64  -3.32  10.70   7.71  1.89  1.34  5.10  3.44   0.15   0.01   0.06   0.51  -0.21   1.48   0.08   0.78  -0.41  -0.05   0.29   0.44   1.39   0.02  -0.06   0.08  -0.01  -0.03   0.20  -0.03   1.03  -0.07   0.10   0.01  -0.04   0.00   0.00   0.33   0.08   1.00
 50020  3.53  -2.54   8.92  -9.07 -16.39  2.59  2.55  6.65  5.94  -0.25  -0.05   0.00   0.20  -0.03   1.37  -0.02   0.01  -0.16  -0.06   0.34  -0.12   1.49   0.02  -0.02  -0.04  -0.07  -0.01   0.18  -0.02   1.03  -0.02   0.06  -0.04   0.00  -0.03  -0.06   0.24  -0.05   1.00
 51819  4.91   5.91   2.53 -19.01  -0.37  1.40  1.44  4.52  3.95  -0.40  -0.17  -0.12   0.07  -0.10   1.14  -0.17  -0.11   0.14  -0.14   0.23  -0.14   1.34   0.02  -0.12  -0.09  -0.24  -0.09   0.13   0.01   1.02  -0.10   0.07   0.03  -0.08  -0.04  -0.01   0.25  -0.06   1.00
 53215  3.48  13.17 -13.20 -38.17   7.77  3.19  2.67 12.33  7.47  -0.14   0.02   0.00  -0.03   0.03   1.02   0.03  -0.09  -0.15   0.01   0.15  -0.01   1.23   0.00  -0.02  -0.01  -0.09   0.01   0.02   0.00   1.00  -0.02   0.02  -0.04   0.00  -0.02   0.00   0.10   0.01   1.00
 53727  3.56  -1.69   3.54  -8.37  -8.43  1.89  1.65  5.46  4.23   0.27  -0.39   0.33   0.50  -0.12   1.39  -0.38  -0.54  -0.08  -0.13   0.61   0.59   1.82   0.02  -0.15   0.12   0.02  -0.03   0.15  -0.02   1.05  -0.23  -0.36  -0.02  -0.10   0.08   0.11   0.42   0.09   1.00
 54624  3.72  -2.27  -0.17  -4.66 -11.58  1.45  1.24  3.90  3.73  -0.01   0.24   0.10   0.11   0.08   1.27   0.22  -0.05  -0.22   0.01   0.78  -0.04   1.42  -0.10   0.02   0.05  -0.18   0.09   0.22   0.05   1.00   0.04   0.15  -0.09   0.07   0.16   0.04   0.30  -0.02   1.00
 54657  4.11   0.21   3.83 -16.33 -10.87  2.39  2.51  5.29  5.59  -0.03   0.05   0.30   0.47   0.19   1.63   0.05   0.13   0.14   0.23   0.45   0.10   1.56   0.14   0.03   0.09   0.07   0.06   0.28   0.07   1.00   0.04   0.12   0.07   0.08   0.03   0.10   0.24  -0.01   1.00
 55576  3.49   5.07   8.19  -5.82 -14.07  1.78  3.48  4.49  6.65  -0.13  -0.02   0.05   0.57   0.21   1.51  -0.07   0.34  -0.30   0.34   1.14   0.27   2.37   0.14   0.05  -0.01   0.08   0.06   0.25   0.00   1.08   0.10   0.29  -0.07   0.10   0.16   0.11   0.36   0.07   1.00
 55636  3.59  13.06  -8.28 -14.55   7.42  1.87  1.70  4.67  4.77   0.08   0.19   0.14   0.74   0.44   1.62   0.21   0.36  -0.21   0.89   0.72   0.74   1.33   0.27   0.14  -0.08   0.17   0.16   0.24  -0.01   1.17   0.27   0.27  -0.11   0.28   0.21   0.19   0.20   0.15   1.00
 56209  3.78   6.60  -2.46 -15.88 -12.77  2.17  1.80  8.68  5.18  -0.32  -0.27   0.29  -0.09  -0.15   1.15  -0.45  -0.04  -0.12  -0.32   0.06   0.35   1.18  -0.02  -0.06   0.03  -0.14  -0.06  -0.01  -0.05   1.00  -0.07   0.07   0.02  -0.11  -0.08  -0.04   0.13   0.00   1.00
 56536  4.25   5.43  -8.47 -20.55  23.12  2.87  3.30  6.38  6.95   0.58   0.25   0.17   0.60   0.39   2.54   0.70   1.51  -0.67   0.90   1.71   0.87   2.15   0.20   0.16  -0.10   0.18   0.11   0.32  -0.07   1.34   0.33   0.71  -0.33   0.36   0.34   0.34   0.28   0.15   1.00
 57822  4.04  -5.75  14.81  18.28 -22.98  2.34  3.30  6.96  8.10   0.00  -0.04   0.10   0.24   0.06   1.30  -0.06   0.10  -0.19   0.09   0.90   0.27   1.94   0.10   0.02   0.01   0.02   0.03   0.12  -0.01   1.05   0.05   0.25  -0.11   0.06   0.06   0.08   0.24   0.05   1.00
 57865  6.75   4.41  -9.03 -27.71   4.81  1.69  1.83  4.32  4.78  -0.20  -0.10   0.11   0.14   0.01   1.28  -0.05  -0.05   0.01  -0.06   0.09  -0.17   1.28   0.07  -0.02   0.03  -0.08  -0.01   0.18  -0.01   1.02  -0.03   0.05   0.02   0.01  -0.06  -0.05   0.17  -0.04   1.00
 59541  4.17   4.79   5.70   3.77 -20.94  1.88  2.61  4.18  6.11  -0.13  -0.06   0.31   0.75   0.01   1.71  -0.01   0.32  -0.16  -0.20   0.68  -0.27   1.83   0.25   0.01   0.07   0.07   0.01   0.37  -0.03   1.03  -0.06   0.21  -0.05   0.01   0.03  -0.13   0.28  -0.04   1.00
 60476  4.56  -0.62   4.22  -9.96 -16.25  2.35  2.09  5.79  6.01  -0.04   0.13   0.30   0.44   0.13   1.63   0.13  -0.10   0.31   0.22   0.15   0.22   1.09   0.11   0.03   0.10   0.05   0.07   0.28   0.02   1.05   0.04   0.10   0.04   0.08  -0.09   0.11   0.09   0.06   1.00
 60816  4.71   4.32  -1.13 -11.97   1.05  1.44  1.28  3.79  3.33   0.39   0.10   0.44   0.55   0.44   1.60   0.39   0.38   0.23   0.86   1.39   0.98   1.27   0.30   0.12  -0.10   0.13   0.11   0.29  -0.01   1.26   0.34   0.51  -0.02   0.24   0.23   0.19   0.28   0.29   1.00
 60839  5.25  -3.31  -3.99  23.65   1.97  2.03  2.05  5.06  4.90  -0.08  -0.10   0.16   0.30  -0.09   1.18  -0.09   0.24  -0.27  -0.25   0.34  -0.05   1.31   0.17  -0.05  -0.01  -0.04  -0.04   0.14  -0.05   1.00  -0.10   0.17  -0.11  -0.03  -0.03  -0.06   0.19  -0.01   1.00
 61274  6.18   4.94  13.41 -46.72  -9.67  3.04  2.65  7.51  7.53  -0.18   0.00   0.10   0.09   0.02   1.22   0.01   0.00  -0.04  -0.02   0.15   0.00   1.33   0.05  -0.02   0.01  -0.05   0.00   0.09   0.00   1.00  -0.02   0.04  -0.01   0.00   0.00  -0.01   0.11   0.00   1.00
 63397  4.16 -13.19   1.22  15.41  19.48  4.01  2.11 11.85  6.35  -0.15  -0.03   0.11   0.19   0.15   1.78  -0.04   0.06   0.07   0.21   0.32   0.10   1.49   0.01   0.02  -0.01  -0.05   0.05   0.15   0.05   1.06   0.03   0.05   0.03   0.07  -0.01   0.10   0.19   0.06   1.00
 63413  3.45  -0.32   1.04 -26.07 -18.67  7.51  6.66 18.43 16.30   0.04   0.00   0.10   0.04  -0.02   1.76   0.01   0.34  -0.04   0.01   0.11   0.17   1.69   0.02   0.00  -0.02   0.03   0.00   0.10  -0.01   1.11   0.00   0.04  -0.02   0.01   0.06   0.04   0.11   0.04   1.00
 63783  4.24 -12.10   1.99  -8.05 -28.10  2.31  1.83 11.29  9.41  -0.18   0.14   0.14  -0.31   0.04   1.22   0.06   0.19  -0.15  -0.11   0.19   0.34   1.04   0.03  -0.01  -0.08  -0.22   0.02  -0.05  -0.01   1.12   0.01   0.06   0.00  -0.13  -0.21  -0.03   0.03   0.06   1.00
 63995  5.98 -18.79 -12.96 -30.68  22.61  2.36  1.85  9.49  5.18  -0.32  -0.09   0.11   0.01  -0.05   1.09  -0.08  -0.20  -0.14  -0.06   0.10  -0.26   1.21   0.00   0.02   0.02  -0.14  -0.06   0.02  -0.04   1.05   0.02   0.00  -0.04  -0.03  -0.03  -0.06   0.12  -0.06   1.00
 64621  4.47 -14.54  -0.19  20.63 -13.79  2.65  3.00  7.07  7.24  -0.11  -0.05   0.10   0.15  -0.07   1.29  -0.04  -0.15  -0.16  -0.11   0.24  -0.14   1.50   0.02  -0.01   0.03  -0.06  -0.04   0.13  -0.02   1.02  -0.01   0.04  -0.03  -0.03  -0.02  -0.05   0.18  -0.03   1.00
 64701  3.77  -2.28   6.43   9.79 -14.54  2.06  1.29  6.96  4.37  -0.21  -0.03   0.04   0.17   0.12   1.17  -0.04  -0.15  -0.08   0.17  -0.08   0.06   1.03   0.02   0.00  -0.01  -0.10   0.02   0.10   0.02   1.01   0.00   0.15   0.00   0.01  -0.11   0.03   0.05   0.04   1.00
 65243  3.89   4.50  -1.85 -18.68  24.84  2.37  1.76  8.04  7.83   0.21   0.09  -0.01   0.20   0.04   1.21   0.29   0.40  -0.02   0.04  -0.26   0.30   1.02   0.03   0.03  -0.03  -0.06   0.03   0.13   0.04   1.36   0.07   0.16   0.05  -0.02  -0.20   0.09   0.02   0.14   1.00
 65644  5.71  -5.29   1.32  20.98  15.15  2.07  1.23  6.14  4.07   0.12   0.19  -0.05   0.31   0.24   1.31   0.34   0.19  -0.31   0.42   0.27   0.35   1.11   0.09   0.04  -0.05   0.01   0.08   0.13   0.03   1.06   0.09   0.23  -0.06   0.08   0.03   0.10   0.12   0.08   1.00
 67553  4.00  -0.80   9.35 -34.98  -7.26  2.15  2.39 12.69  9.85   0.04   0.15  -0.11   0.02   0.10   1.16   0.21   0.02  -0.31   0.07   0.21   0.30   1.31  -0.01  -0.05   0.02  -0.13   0.01  -0.02  -0.01   1.18  -0.07  -0.01   0.09  -0.04  -0.17   0.00   0.08   0.07   1.00
 68035  6.11   3.46   0.20 -20.08  11.18  2.09  1.25  4.34  3.84  -0.28  -0.14   0.46   0.40   0.13   1.50  -0.18   0.25  -0.25   0.15   0.02  -0.03   1.28   0.21  -0.02   0.00  -0.04  -0.07   0.30  -0.02   1.00   0.01   0.05  -0.07  -0.06   0.03  -0.03   0.24   0.03   1.00
 68999  6.04  15.05  -1.18 -43.27  26.28  3.93  3.57  8.51  8.86   0.14   0.07   0.11   0.29   0.02   1.96   0.12  -0.10  -0.15   0.11   0.10   0.17   1.47   0.07  -0.01   0.03   0.07   0.01   0.21  -0.01   1.02   0.00  -0.01   0.06   0.04  -0.08   0.06   0.13   0.03   1.00
 69238  3.52   6.98 -10.70   5.65  17.25  1.94  1.77  5.75  5.78  -0.28   0.20   0.12   0.10   0.20   1.30   0.20   0.00  -0.03   0.11   0.19  -0.02   1.15   0.03   0.02  -0.06  -0.18   0.10   0.16   0.03   1.00   0.01   0.11   0.00   0.08   0.01   0.00   0.11   0.01   1.00
 73768  4.27  13.97   2.98 -21.95  -1.04  2.38  2.27  8.32 10.15   0.06   0.21   0.13   0.11   0.00   1.30   0.26  -0.19   0.12   0.11  -0.04   0.29   1.03   0.11   0.04  -0.02  -0.01   0.06   0.12   0.02   1.48   0.06  -0.05   0.09   0.04  -0.13   0.08   0.03   0.11   1.00
 75748  3.92   9.80 -20.02 -31.15  56.39  2.94  5.92 11.09 17.63  -0.09   0.07   0.21   0.20   0.09   1.71   0.02  -0.37   0.17   0.20   0.43   0.31   1.67  -0.10  -0.08   0.11   0.00   0.07   0.18   0.01   1.81  -0.12   0.01   0.13   0.05  -0.06   0.13   0.10   0.10   1.00
 76793  3.92  13.95   3.92 -46.24  40.36  4.69  2.99 13.55 12.84   0.05  -0.02   0.10   0.21   0.07   1.84  -0.02  -0.27   0.10   0.12   0.13   0.24   1.06   0.05   0.01   0.01   0.04   0.06   0.15   0.01   1.28   0.03   0.02   0.04   0.07  -0.08   0.08   0.04   0.07   1.00
 81371  3.95   2.00  30.82  17.99 -36.79  4.53  4.97 30.07 22.37  -0.14   0.01   0.05   0.04  -0.15   1.18   0.02  -0.22  -0.04  -0.13   0.04  -0.07   1.42   0.08  -0.03  -0.03  -0.06  -0.05   0.04  -0.05   1.71  -0.05   0.21  -0.08  -0.04  -0.06  -0.05   0.02  -0.07   1.00
 81630  4.43  -6.77  -0.12  14.19   6.45  1.52  2.89  5.03 10.63  -0.15   0.14   0.17  -0.06   0.08   1.09   0.09  -0.26   0.09   0.04   0.06   0.15   1.07   0.05   0.06   0.03  -0.10   0.06   0.07   0.06   1.23   0.04   0.05   0.00   0.03  -0.12   0.05   0.05   0.08   1.00
 83260  3.56   1.29   8.91  -4.00 -14.19  2.46  2.04  5.01  4.89   0.17  -0.27   0.67   0.85  -0.28   1.70  -0.35   0.11  -0.24  -0.78   0.67  -0.26   1.60   0.21  -0.06   0.13   0.08  -0.04   0.34  -0.02   1.08  -0.15   0.24  -0.10  -0.07  -0.01  -0.11   0.32  -0.10   1.00
 85356  5.69   7.13  -3.68  -5.37 -17.03  1.67  1.19  5.60  5.26   0.09   0.07   0.61   0.71   0.20   1.61   0.11   0.14   0.02   0.37   0.27   0.80   1.10   0.20   0.20   0.10   0.11   0.27   0.29   0.08   1.45   0.31   0.18   0.16   0.25  -0.15   0.20  -0.01   0.20   1.00
 86301  4.53   5.44   4.30  -7.70 -13.06  0.94  1.53  2.84  3.81   0.00   0.17  -0.02   0.77   0.01   1.36   0.14  -0.49  -0.07   0.03   0.40  -0.03   1.41   0.26   0.01   0.01   0.14   0.00   0.36  -0.02   1.01  -0.01   0.10  -0.03   0.00  -0.09  -0.01   0.29  -0.04   1.00
 87098  3.75  -5.90  -4.14   5.21  13.47  1.17  1.89  3.12  4.13   0.08  -0.07   0.21   0.50  -0.07   1.28  -0.06  -0.16  -0.18  -0.08   0.43  -0.06   1.48   0.16  -0.02   0.05   0.09  -0.03   0.27  -0.05   1.00  -0.02   0.14  -0.03  -0.02   0.02  -0.05   0.28  -0.02   1.00
 88235  4.90 -21.51   0.80  36.92   9.30  5.11  2.06 14.14  7.25  -0.14   0.09   0.17   0.38   0.14   1.92   0.16   0.07  -0.11   0.41   0.06   0.52   1.25   0.09   0.05   0.00   0.05   0.10   0.17   0.05   1.22   0.09   0.04   0.13   0.19  -0.03   0.19  -0.04   0.11   1.00
 88656  3.66   9.90   0.15  -2.79 -15.73  3.41  2.47 11.23  9.52  -0.23   0.16   0.31   0.42   0.28   1.64   0.25  -0.27  -0.07   0.40   0.36   0.58   1.17   0.12   0.01   0.02  -0.01   0.15   0.25   0.10   1.49  -0.01   0.06   0.15   0.22  -0.15   0.28   0.12   0.15   1.00
 88889  4.29   7.45 -12.90 -10.59  17.96  1.55  2.57  4.18  6.06  -0.24  -0.02   0.16   0.25   0.00   1.17  -0.01  -0.22  -0.01  -0.02   0.12   0.01   1.40   0.03  -0.01   0.03  -0.11   0.01   0.16  -0.03   1.00  -0.01   0.05   0.02   0.01  -0.07  -0.02   0.18   0.00   1.00
 89485  3.83   5.93  -8.66 -28.08  -0.76  2.81  1.85  8.18  7.23  -0.08   0.06  -0.14   0.45   0.04   1.47   0.10  -0.43   0.07   0.07   0.00   0.03   1.07   0.12   0.02  -0.03  -0.01   0.02   0.15   0.01   1.00   0.02  -0.02   0.03   0.03  -0.22   0.02   0.06   0.00   1.00
 91435  4.07  -4.73 -12.35  21.24  11.74  2.51  2.75  6.53  6.18  -0.15  -0.06   0.15   0.26  -0.20   1.25  -0.06   0.04  -0.08  -0.20   0.34   0.00   1.62   0.11  -0.03   0.04  -0.03  -0.05   0.11  -0.07   1.00  -0.02   0.12  -0.04  -0.05   0.08  -0.04   0.21   0.01   1.00
