  3587  4.39  -1.66  -3.71  1.59  1.48  -0.02  -0.09  -0.42   0.69   0.22   1.05  -0.10   0.06  -0.21   0.36   0.76   0.33   1.00
  3702  3.62  -7.18  -3.51  1.77  1.63  -0.08  -0.16  -0.13   0.77  -0.06   1.27  -0.09  -0.02   0.09  -0.64   0.36  -0.64   1.00
  3821  8.77   1.91  -0.89  0.82  0.94  -1.67   0.72  -0.51   0.97  -0.60   1.06  -0.12  -0.53  -0.40   0.21   0.40   0.96   1.00
  3834  6.20   3.43   3.64  1.20  1.11  -0.18   0.30  -0.57   1.47  -0.01   1.06   0.35   0.54  -0.60  -0.28   2.10  -0.54   1.00
  3885  4.77  -4.15   2.15  2.69  1.20   0.29  -0.23  -0.09  -0.06   0.05   1.06  -0.58   0.34  -0.14   0.09   0.17   0.41   1.00
  3919 14.68   4.33  -6.42  1.40  1.02   0.15   0.21  -0.66   0.27   0.27   1.00   0.24   0.65  -0.57   0.47   1.11  -0.10   1.00
  3999  9.50 -10.16  -5.05  2.62  1.58  -0.23   0.08   0.08   0.50  -0.52   1.04   0.04   0.13  -0.10  -0.39  -0.02   0.25   1.00
  4025  3.74  -3.47  -2.14  1.54  1.28  -0.04   0.09  -0.33   1.00  -0.13   1.03   0.10   1.28  -0.10  -0.49   1.22  -0.34   1.00
  4100  5.17   6.25  -1.48  1.38  1.03   0.02   0.02  -0.30   0.26   0.12   1.00   0.03   0.42  -0.26   0.15   0.40  -0.05   1.00
  4467  5.68 -11.13   3.13  1.93  1.05  -0.05  -0.17  -0.03  -0.10   0.10   1.01  -0.20   0.32  -0.45   0.07   0.73  -0.12   1.00
  4592  3.62   1.21  -1.74  1.29  0.93  -0.08  -0.07  -0.09   0.57  -0.08   1.04  -0.05   0.14  -0.36  -0.56   1.70  -0.56   1.00
  4696 10.80   2.04   8.18  1.89  1.13  -0.13   0.02  -0.11  -0.20   0.18   1.00   0.06   0.60   0.04   0.26   0.83  -0.01   1.00
  4757  6.42   3.70  -7.59  1.77  1.87  -0.08  -0.04  -0.28   0.30   0.14   1.08  -0.05   0.01   0.07   0.21  -0.01   0.28   1.00
  4826  5.16  -6.66   6.20  1.72  1.72  -0.53   0.08  -0.07  -0.12  -0.16   1.02   0.06   0.00  -0.04  -0.08   0.02  -0.11   1.00
  4844  3.67   1.73   2.06  0.90  0.82  -0.04   0.30  -0.56   0.64   0.05   1.00   0.34   0.77  -0.46   0.27   0.40   0.03   1.00
  5034  6.23  -3.56  -6.26  2.76  1.75  -0.24  -0.35   0.12   0.00  -0.08   1.11  -0.43   0.27  -0.44  -0.32   0.35  -0.47   1.00
  5045  7.67   1.01   4.68  2.02  0.95  -0.14   0.13  -0.25  -0.17   0.25   1.02   0.18   0.80  -0.07   0.48   0.78   0.34   1.00
  5248  3.92   7.84  -1.03  1.59  0.94  -0.23  -0.21   0.07  -0.26   0.00   1.03  -0.19  -0.02  -0.19   0.27  -0.01  -0.30   1.00
  5300  4.50  -2.03  -1.51  1.30  1.12  -0.45  -0.22  -0.19  -0.07  -0.10   1.00  -0.45  -0.91   0.11  -0.12   0.42  -0.17   1.00
  5331  6.14   1.32   7.97  3.22  1.67  -0.10   0.04   0.02   0.46  -0.03   1.00   0.07   0.27  -0.27  -0.12   0.51   0.00   1.00
  5361  5.33   2.24   1.91  1.04  0.81  -0.65   0.11  -0.49   0.91   0.23   1.00   0.04   0.08  -0.43   0.60   0.78   0.08   1.00
  5469  4.56  -5.30  -5.37  3.23  1.85  -0.04  -0.09  -0.05  -0.01  -0.01   1.01  -0.14   0.45   0.00   0.06   0.24   0.10   1.00
  5589  4.51  -1.55   1.75  1.37  1.22  -0.33   0.16  -0.31   0.36   0.25   1.12   0.02  -0.36  -0.43   0.46   0.72   0.77   1.00
  5772  7.32   4.13  -0.98  3.46  1.29  -0.63   0.34  -0.24   0.19   0.15   1.43   0.46  -0.01  -0.90   0.22   0.36   1.15   1.00
  5896 14.02  -7.83  -1.15  0.92  0.86  -0.52  -0.22  -0.50   1.57  -0.33   1.02  -0.20  -0.28   0.48  -0.57   1.59  -0.52   1.00
  6081  3.55  -9.31   0.13  4.63  3.19  -0.07   0.08  -0.07   0.11   0.09   1.04   0.06   0.03  -0.03   0.16   0.19   0.11   1.00
  6241  4.26   8.33   1.52  3.07  2.31  -0.30   0.01  -0.36  -0.25  -0.20   1.01   0.06  -0.60  -0.05  -0.20  -0.46  -0.09   1.00
  6303  9.05 -10.70   7.69  2.21  1.92  -0.22   0.05  -0.13   0.00   0.00   1.07  -0.07  -0.05  -0.11   0.04   0.19   0.22   1.00
  6312  6.27  -3.56   1.00  1.33  0.88  -0.35   0.19  -0.27   0.17   0.36   1.06   0.10   0.12  -0.22   0.54   0.39   0.57   1.00
  6339 23.57 -41.54   3.95  4.42  1.99  -0.08   0.02  -0.13  -0.16   0.11   1.12   0.03   0.01  -0.10   0.16   0.01   0.28   1.00
  6487  4.31  -1.71   3.26  2.83  1.09  -0.28  -0.17   0.08   0.33  -0.28   1.05  -0.30   0.13  -0.17  -0.73   0.59  -0.42   1.00
  6635  3.77   3.13  -3.83  2.13  1.49  -0.20   0.10  -0.18   0.06   0.07   1.04   0.00   0.29  -0.15   0.18   0.22   0.23   1.00
  6653  3.61   4.09  -2.39  2.68  1.69   0.05   0.04   0.00   0.07   0.21   1.00   0.03   0.28  -0.16   0.25   0.36  -0.05   1.00
  6951  6.58   8.24  -9.06  2.71  2.15  -0.03  -0.04  -0.11   0.57  -0.13   1.05  -0.03   0.30  -0.02  -0.51   0.55  -0.22   1.00
  7298 15.58   9.09   1.36  0.82  1.40   0.32   0.05  -0.43   1.24   0.06   1.01   0.08  -0.25   0.03   0.10  -0.11   0.13   1.00
  7356  3.63  -3.78   1.36  4.15  1.67  -0.11   0.05  -0.16  -0.08   0.23   1.22   0.08   0.06  -0.32   0.33   0.02   0.54   1.00
  7370  5.45  -2.29  -4.56  1.69  1.53  -0.02  -0.05  -0.11   0.12   0.02   1.02  -0.05  -0.21  -0.12   0.00  -0.19  -0.24   1.00
  7427  3.66  -6.38  -5.75  2.17  2.03  -0.17  -0.08  -0.05   0.12  -0.02   1.33   0.03  -0.06  -0.09  -0.12  -0.12  -0.51   1.00
  7651  5.99   2.64  -3.56  2.09  1.37  -0.31   0.03  -0.32  -0.26   0.19   1.05   0.07  -0.51  -0.35   0.41   0.45   0.42   1.00
  7669  3.67   0.69  -3.13  2.15  1.57   0.00   0.05  -0.06   0.35   0.21   1.02   0.05   0.18  -0.59  -0.13   0.56  -0.22   1.00
  7700  6.50   3.40  -5.14  2.22  1.22  -0.32   0.05  -0.14  -0.09   0.05   1.03   0.15  -0.06  -0.27   0.19  -0.27   0.26   1.00
  7718  7.76 -13.28  -7.55  1.84  1.19   0.27  -0.19   0.02   0.68  -0.24   1.06  -0.35   0.20   0.14  -0.50   0.32  -0.32   1.00
  7719  8.48   3.60  -2.12  1.12  0.85  -0.25   0.36  -0.67   0.25   0.19   1.01   0.43  -0.15  -0.78   0.48   0.87   0.31   1.00
  7803  3.62 -10.50  -0.61  2.57  1.71  -0.25  -0.05   0.09   0.20   0.15   1.02   0.09   0.33  -0.42   0.20   0.20  -0.16   1.00
  7852  4.43 -20.39  -2.83  2.57  2.53  -0.01  -0.08  -0.13   0.32   0.08   1.33  -0.07  -0.10  -0.02  -0.24   0.48  -0.42   1.00
  7903  7.02  -8.32  -7.58  3.51  1.82  -0.16   0.11   0.00  -0.13   0.02   1.07   0.19   0.15  -0.11   0.11  -0.30   0.25   1.00
  7916  4.21   1.91   3.12  1.43  1.32  -0.08  -0.11  -0.11   0.09   0.14   1.08  -0.11  -0.23  -0.12   0.10   0.64  -0.52   1.00
  7918 11.27  -0.85  -4.95  1.44  0.84  -0.31   0.33  -0.33  -0.42   0.17   1.06   0.43   0.52  -0.30   0.36  -0.52   0.77   1.00
  7965  6.27  -2.64   2.37  1.64  1.28  -0.78   0.22  -0.17  -0.14   0.37   1.11   0.03  -0.47  -0.29   0.25   0.40   0.70   1.00
  8133  6.42  14.78   1.90  1.85  2.05  -0.30  -0.09  -0.10   0.05  -0.12   1.05  -0.09  -0.16   0.12  -0.11   0.26  -0.17   1.00
  8135  6.93  -1.53  -5.18  1.48  1.04  -0.11  -0.22  -0.14   0.83  -0.48   1.01  -0.25   0.51  -0.26  -0.71   0.84  -0.22   1.00
  8198 11.36  -6.44  -2.83  1.78  0.88  -0.34  -0.41  -0.37   0.72   0.77   1.01  -0.31   2.18  -1.71   0.19   0.33  -0.33   1.00
  8832 12.04   5.20   0.40  2.61  1.95  -0.42   0.14  -0.35   0.37   0.52   1.07   0.50   0.31  -0.88   1.60   1.41   0.73   1.00
  8846  4.40  -3.98   1.15  1.84  1.94  -0.12   0.23   0.01   0.20   0.10   1.13   0.20  -0.25  -0.11   0.19   0.16   0.34   1.00
  9007 23.44   0.09  -6.58  0.71  0.77  -0.42  -0.06  -0.73   2.52   0.00   1.00  -0.11  -0.33  -0.42   0.26   0.11   0.34   1.00
  9112  5.12   3.93   4.40  1.48  1.59  -0.10   0.01  -0.38   0.80  -0.12   1.03   0.00   0.00  -0.25  -0.14   0.45  -0.23   1.00
  9148  6.70 -15.08   1.46  1.57  1.66   0.17  -0.07  -0.20   0.70  -0.14   1.12  -0.12   0.08  -0.17  -0.36   0.31  -0.32   1.00
  9355  5.84   5.39  -5.15  4.49  2.07  -0.51   0.15  -0.24   0.14   0.10   1.17   0.27  -0.31  -0.40   0.22   0.24   0.44   1.00
  9480  8.51  -2.66  -0.86  1.26  1.07  -0.81   0.29  -0.28   0.08   0.37   1.25  -0.02  -0.56  -0.34   0.41   1.03   1.30   1.00
  9501  9.38  10.62   1.70  2.58  1.61  -0.16   0.05  -0.16  -0.04   0.26   1.15   0.08  -0.18  -0.25   0.47   0.28   0.39   1.00
  9631  3.99   4.77  -1.61  1.63  1.47   0.15  -0.22  -0.23   1.19  -0.36   1.04  -0.43  -0.49  -0.41  -1.01   0.61  -0.32   1.00
  9636  6.40  10.44  -1.28  3.41  2.10  -0.33   0.05  -0.17  -0.14   0.10   1.06   0.13  -0.42  -0.09   0.27   0.12   0.21   1.00
 10101  4.50  11.39  -4.01  4.22  2.78  -0.23   0.05  -0.10  -0.13   0.06   1.01   0.12  -0.26  -0.02   0.13  -0.08   0.06   1.00
 10194  4.31  -4.42   3.75  1.54  1.36  -0.26  -0.22   0.17  -0.16   0.18   1.08  -0.17  -0.07  -0.33   0.25  -0.21  -0.38   1.00
 10356 16.14 -41.89  11.73  3.69  3.88  -0.67   0.01  -0.06  -0.13  -0.01   1.06   0.22  -0.52  -0.02   0.14   0.40  -0.16   1.00
 10562  9.63   5.70  -4.14  2.44  1.41  -1.05   0.30  -0.31   0.40   0.21   1.47   0.53  -0.56  -0.62   0.48   0.70   0.88   1.00
 10611  5.46  -5.91  -8.14  1.92  2.49  -0.14   0.00  -0.08   0.27  -0.02   1.04  -0.02  -0.11   0.02   0.04   0.16   0.12   1.00
 10786  4.06  -4.99   6.81  2.29  2.36  -0.19   0.01  -0.04   0.23  -0.01   1.00   0.01  -0.03   0.01   0.00  -0.06  -0.02   1.00
 10805  5.47  -3.22   1.82  1.86  1.21  -0.46   0.21  -0.32  -0.16   0.06   1.25   0.18  -0.27  -0.19   0.08  -0.19   0.77   1.00
 10826  4.42  -5.00  -4.03  3.88  3.35   0.23  -0.27   0.01   1.13  -0.07   1.05  -0.44  -0.12   0.09  -0.56   0.98  -0.29   1.00
 10889  4.18  -6.22   5.26  2.31  1.69   0.04  -0.13   0.08  -0.34   0.24   1.04  -0.15   0.08  -0.23   0.33  -0.01  -0.21   1.00
 11072 13.51  17.35 -11.03  2.41  2.19  -0.62  -0.38  -0.03   0.29   0.00   1.42  -0.25  -0.27  -0.57  -0.29  -0.36  -1.13   1.00
 11250  7.43  -3.98  -8.71  1.48  1.68   0.00  -0.09  -0.19   0.69  -0.11   1.01  -0.08  -0.17   0.02  -0.02   0.37   0.11   1.00
 11318  8.10 -10.82   3.19  3.67  3.28  -0.30   0.06  -0.16  -0.20  -0.02   1.03   0.07  -0.38   0.17   0.00  -0.36   0.16   1.00
 11355  4.89  22.14  -0.02  3.99  4.03  -0.10  -0.05  -0.11  -0.25   0.06   1.11  -0.05  -0.54   0.07   0.17   0.18  -0.17   1.00
 11395 13.38  10.14  -3.47  1.85  1.19  -0.12   0.11  -0.23   0.07   0.31   1.09   0.18  -0.31  -0.23   0.64   0.58   0.48   1.00
 11502  8.19  -2.08  14.84  1.74  1.91   0.05  -0.05  -0.14   0.34   0.01   1.01  -0.05  -0.05   0.00   0.03   0.19   0.06   1.00
 11569 30.77  -7.05  -3.52  1.67  1.60  -0.19   0.42  -0.38   1.36   0.83   1.27   0.29  -0.19  -0.32   1.17   0.18   1.65   1.00
 11599  4.07 -12.00  -4.56  4.69  4.20  -0.31   0.02  -0.03  -0.10   0.10   1.01   0.07  -0.41   0.04   0.16   0.14  -0.04   1.00
 11753  6.97  -9.18  -3.56  1.54  1.49   0.00   0.03  -0.32   0.37   0.18   1.01   0.04  -0.02   0.00   0.11   0.16  -0.14   1.00
 11757 13.73  -2.38  -6.95  0.81  0.99   0.20  -0.16  -0.63   1.25  -0.04   1.02  -0.16  -0.64   0.34  -0.09   0.24  -0.33   1.00
 11797  6.05   6.85   9.84  1.83  2.19  -0.36   0.02  -0.17   0.12   0.08   1.24   0.22  -0.71   0.20   0.03   0.34  -0.40   1.00
 11906 10.59   5.88  -5.10  1.37  1.36  -0.16   0.17  -0.35   0.40   0.24   1.18   0.11   0.01  -0.28   0.44   0.25   0.57   1.00
 11923  8.55 -11.79   1.12  1.41  1.46  -0.32   0.09  -0.35   0.37  -0.08   1.00   0.18  -0.73   0.07   0.08   0.33  -0.05   1.00
 11927  6.09 -13.40   3.01  4.57  3.22  -0.29  -0.06   0.09   0.30  -0.20   1.04   0.00  -0.44  -0.17  -0.28   0.13   0.13   1.00
 11978  4.27   1.43  -2.39  0.95  1.01   0.08   0.08  -0.56   0.50   0.03   1.04   0.10  -0.28  -0.18   0.22   0.01   0.38   1.00
 12147  3.54  -2.86   9.89  3.54  4.02  -0.14  -0.03   0.00   0.10  -0.07   1.02  -0.03  -0.15   0.04  -0.07   0.08  -0.07   1.00
 12153  3.79   2.82  -1.26  1.25  0.91  -0.59   0.27  -0.26  -0.12   0.28   1.01   0.54  -0.07  -0.10   0.55   0.64   0.18   1.00
 12232  8.10   1.30  -5.28  1.04  0.88   0.24   0.21  -0.16   0.85   0.18   1.04   0.29   0.32   0.23   0.50   0.70   0.40   1.00
 12495  3.71   3.19  -0.44  3.65  3.03  -0.15   0.05  -0.17   0.14  -0.11   1.22  -0.02  -0.24  -0.05   0.00   0.03   0.48   1.00
 12562  5.66   0.95   7.16  1.93  2.43  -0.28  -0.19  -0.02   0.26  -0.16   1.32  -0.08  -0.23  -0.29  -0.13   0.17  -0.67   1.00
 12889  8.16  -0.81  -9.43  1.37  1.34  -0.19  -0.03  -0.10   0.42  -0.07   1.01  -0.02   0.03   0.03  -0.07   0.18  -0.15   1.00
 13008  9.05  -1.75  10.31  1.63  1.65  -0.22  -0.27  -0.23  -0.03  -0.05   1.39  -0.20  -0.15  -0.17  -0.14  -0.46  -0.85   1.00
 13121 10.78   7.01   6.47  1.53  1.12  -0.04   0.06  -0.53   0.52  -0.25   1.15   0.11  -0.58  -0.15  -0.49   0.58  -0.92   1.00
 13269  4.64  -6.32  -4.42  1.96  1.60  -0.37  -0.02  -0.19  -0.20   0.10   1.10   0.17  -0.67   0.35   0.15   0.45  -0.41   1.00
 13356  7.30 -13.73   5.54  4.75  2.39  -0.25   0.16  -0.09  -0.06   0.13   1.06   0.40  -0.54   0.05   0.23   0.02   0.19   1.00
 13579  6.07  -4.51   6.03  3.02  1.37  -0.39   0.07  -0.22   0.19  -0.17   1.00   0.28  -0.49  -0.01  -0.22   0.61   0.05   1.00
 13702  7.65   4.29   4.56  1.34  0.82  -0.51   0.25  -0.28  -0.03   0.31   1.01   0.60  -0.66   0.53   0.29   0.48  -0.15   1.00
 13835  4.06   1.68  -2.76  1.54  1.23  -0.63  -0.23   0.28  -0.11   0.39   1.00  -0.26  -0.51   0.27   0.43   0.15  -0.01   1.00
 13847  7.61   1.50   2.30  1.13  1.38  -0.39   0.23  -0.66   2.14   0.19   1.02   0.19  -1.00   0.20   0.34   1.32   0.52   1.00
 13907  3.57   2.05   2.94  0.81  1.28   0.32  -0.51   0.18   2.50   0.51   1.20  -0.41  -0.65   0.18  -0.43   0.26  -0.61   1.00
 14056  4.39   2.63   3.55  1.02  1.47  -0.47   0.05  -0.36   0.57  -0.19   1.00  -0.04  -0.22   0.04  -0.03   0.05   0.07   1.00
 14292  4.91 -12.19  -3.72  3.34  2.06  -0.27   0.14  -0.29  -0.17   0.13   1.02   0.37  -0.71   0.22   0.20   0.01  -0.15   1.00
 14303  3.45   4.29   4.88  1.63  2.09  -0.33   0.39  -0.37   0.59  -0.12   1.20   0.74  -0.80   0.39  -0.17   0.61  -0.37   1.00
 14365  6.59   4.71   7.98  1.74  2.10  -0.53   0.58  -0.48   0.41  -0.09   1.24   1.15  -1.17   0.51   0.00   0.70  -0.55   1.00
 14393  3.73  -2.35  -0.86  0.98  1.16  -0.30  -0.09  -0.34   0.17  -0.06   1.05  -0.12  -0.31  -0.14  -0.07   0.24   0.31   1.00
 14502  7.67  -2.25   3.18  0.83  0.91  -0.49   0.11  -0.30  -0.80  -0.77   1.05  -0.05  -0.74  -0.09  -0.87  -0.92   0.55   1.00
 14514  3.58   3.26   0.43  1.93  1.31  -0.53   0.49  -0.59   0.72  -0.10   1.01   1.07  -0.90   0.17   0.07   1.03  -0.22   1.00
 14547  4.24  -3.45   1.72  0.96  1.08   0.16  -0.63  -0.30   1.02  -0.37   1.12  -0.57  -0.11   0.25  -0.57   0.67  -0.70   1.00
 14637  4.97  -3.62   0.39  1.41  1.68   0.15   0.05  -0.19   0.72   0.01   1.19   0.07  -0.15  -0.01   0.20   0.17   0.43   1.00
 14757  4.57  -5.48   2.06  1.31  1.55   1.37  -0.73   0.32  -0.65   0.29   1.17  -1.06  -0.37  -0.07   0.46  -0.04  -0.57   1.00
 14791  4.01  -1.98  -0.07  0.96  1.04  -0.34  -0.13  -0.37  -0.24  -0.45   1.06  -0.21  -0.59  -0.05  -0.42  -0.29   0.48   1.00
 14868 15.69  11.53  13.75  1.45  1.50  -0.21   0.00  -0.25   0.48  -0.17   1.00  -0.04  -0.41   0.06  -0.08   0.26   0.03   1.00
 15120  4.23  -0.59   4.25  1.01  1.35   0.14  -0.24  -0.44   0.69  -0.17   1.02  -0.20   0.00   0.04  -0.25   0.53  -0.20   1.00
 15161  4.02  -5.39  -1.45  1.79  1.88  -0.23  -0.02  -0.09   0.36  -0.10   1.00  -0.02  -0.14   0.08  -0.09   0.22   0.03   1.00
 15353  3.80   2.15   0.60  0.63  0.81   0.32  -0.05  -0.82   1.38  -0.26   1.01  -0.06  -0.35   0.27  -0.36   1.08  -0.25   1.00
 15357 14.79  -6.74   3.17  0.64  1.29  -0.14  -0.11  -0.21   1.00  -0.55   1.00  -0.11  -0.48   0.09  -0.34  -0.27   0.00   1.00
 15382  3.75   1.68   4.03  3.09  3.67  -0.20  -0.23  -0.06   0.86   0.02   1.28  -0.21  -1.14   0.51  -0.40   0.82  -0.71   1.00
 15411  4.72   0.44   3.89  1.40  1.53  -0.54  -0.20  -0.41   0.94  -0.56   1.14  -0.12  -0.78   0.10  -0.76   0.13  -0.66   1.00
 15520  5.78   2.08  -0.37  0.89  1.13  -0.90  -0.35  -0.31  -1.32  -1.29   1.01  -0.64  -1.47   0.34  -1.35  -1.32   0.32   1.00
 15568  6.34  -3.83   3.65  0.84  1.10  -0.11  -0.01  -0.45   0.51   0.04   1.00  -0.01  -0.47   0.08  -0.03   0.18  -0.03   1.00
 15580  3.98  -7.33   4.77  2.58  2.26  -0.11  -0.04  -0.20  -0.05  -0.02   1.02  -0.02  -0.35   0.01   0.00   0.01  -0.12   1.00
 15731  3.73   3.97  -5.05  3.21  2.09  -0.28   0.09  -0.24   0.06   0.14   1.02   0.18  -0.28  -0.01   0.10   0.16   0.13   1.00
 16022  4.79  -3.23   7.80  1.85  2.24   0.17  -0.03  -0.19   0.49  -0.03   1.00  -0.02  -0.15   0.03  -0.01   0.31  -0.03   1.00
 16851 10.68   4.58 -10.58  1.18  1.41  -0.24  -0.19  -0.07   0.45   0.12   1.02  -0.20  -0.33   0.05   0.11   0.14  -0.19   1.00
 17026 10.24  -2.54  11.17  3.27  1.89  -0.23  -0.02  -0.19  -0.20  -0.03   1.01  -0.05  -1.21  -0.03  -0.10  -0.38  -0.11   1.00
 17101  3.60  -0.91   4.75  1.74  2.11  -0.20  -0.13  -0.31   0.14  -0.12   1.22  -0.14  -0.72   0.15  -0.12   0.18  -0.52   1.00
 17269  4.87   1.08   7.25  1.82  1.85   0.22  -0.40   0.01   0.68  -0.40   1.03  -0.38   0.06  -0.06  -0.50   0.47  -0.15   1.00
 17491  6.05 -16.17  -3.44  1.77  1.85   0.02  -0.02  -0.32   0.52  -0.19   1.10  -0.03  -0.37   0.18  -0.34   0.22  -0.23   1.00
 17523  5.41  -2.62   2.31  0.88  1.14  -0.01  -0.04  -0.33   0.34  -0.25   1.04  -0.03  -0.06  -0.05  -0.09   0.20   0.32   1.00
 17534  3.74   1.11  -1.70  0.70  0.78  -0.30   0.01  -0.46   0.81   0.02   1.02  -0.02  -0.09  -0.15   0.14   0.90   0.34   1.00
 17593  3.72  -1.15   3.24  1.88  1.56  -0.86  -0.03  -0.32  -0.18   0.00   1.01  -0.07  -1.17  -0.17   0.01  -0.18  -0.17   1.00
 17771 11.34  -0.63   5.57  1.64  1.24  -0.16  -0.10  -0.32   0.17   0.02   1.02  -0.18  -1.41   0.36  -0.07   0.23  -0.44   1.00
